game_id,game_date,season,home_team_id,home_team_abbr,home_is_home,home_opponent_abbr,home_win,home_roll_win_pct,home_roll_pts,home_roll_off_rtg,home_roll_ts,home_roll_pace,home_roll_tov,home_roll_oreb,home_roll_reb,home_roll_ast,home_roll_fg3_rate,home_rest_days,home_season_win_pct,away_team_id,away_team_abbr,away_is_home,away_opponent_abbr,away_win,away_roll_win_pct,away_roll_pts,away_roll_off_rtg,away_roll_ts,away_roll_pace,away_roll_tov,away_roll_oreb,away_roll_reb,away_roll_ast,away_roll_fg3_rate,away_rest_days,away_season_win_pct,diff_roll_win_pct,diff_roll_pts,diff_roll_off_rtg,diff_roll_ts,diff_roll_pace,diff_roll_tov,diff_roll_oreb,diff_roll_reb,diff_roll_ast,diff_roll_fg3_rate,diff_rest_days,diff_season_win_pct
0022200787,2023-02-03,2022-23,1610612764,WAS,1,POR,0,0.7,116.7,115.78762615737222,0.5881666421906031,100.67999999999999,12.5,10.3,46.0,26.3,0.38738738738738737,4.0,0.48,1610612757,POR,0,WAS,1,0.6,123.3,125.24610932020805,0.6387275924913884,98.4,10.6,7.6,38.2,25.2,0.4435294117647059,2.0,0.49019607843137253,0.09999999999999998,-6.599999999999994,-9.458483162835833,-0.050560950300785334,2.279999999999987,1.9000000000000004,2.700000000000001,7.799999999999997,1.1000000000000014,-0.05614202437731852,2.0,-0.010196078431372546
0022200809,2023-02-06,2022-23,1610612764,WAS,1,CLE,0,0.6,119.4,118.27342987009402,0.5950975537746249,100.94,11.3,9.9,45.1,26.5,0.39145106861642287,2.0,0.46153846153846156,1610612739,CLE,0,WAS,1,0.5,112.7,117.6665782699552,0.6038187804210966,95.78,11.9,8.8,39.8,30.4,0.382903981264637,1.0,0.6,0.09999999999999998,6.700000000000003,0.6068516001388247,-0.00872122664647168,5.159999999999997,-0.5999999999999996,1.0999999999999996,5.300000000000004,-3.8999999999999986,0.008547087351785887,1.0,-0.1384615384615384
0022200823,2023-02-08,2022-23,1610612764,WAS,1,CHA,1,0.6,117.7,116.71810996906895,0.5937473649304442,100.76,12.0,9.4,43.8,26.7,0.3804100227790433,2.0,0.4528301886792453,1610612766,CHA,0,WAS,0,0.4,111.4,107.52781305333431,0.5502720957676266,103.74000000000001,13.4,10.5,43.7,24.1,0.35604395604395606,3.0,0.2727272727272727,0.19999999999999996,6.299999999999997,9.190296915734635,0.04347526916281763,-2.980000000000004,-1.4000000000000004,-1.0999999999999996,0.09999999999999432,2.599999999999998,0.024366066735087233,-1.0,0.1801029159519726
0022200849,2023-02-11,2022-23,1610612764,WAS,1,IND,1,0.7,117.7,117.22732127999384,0.5948128373518423,100.32,12.2,9.9,45.4,26.5,0.3822525597269624,3.0,0.46296296296296297,1610612754,IND,0,WAS,0,0.2,111.0,109.09278046178729,0.5643628574008506,101.8,13.5,9.4,40.5,24.7,0.4067796610169492,1.0,0.43859649122807015,0.49999999999999994,6.700000000000003,8.13454081820656,0.030449979950991746,-1.480000000000004,-1.3000000000000007,0.5,4.899999999999999,1.8000000000000007,-0.024527101289986752,2.0,0.024366471734892814
0022200895,2023-02-24,2022-23,1610612764,WAS,1,NYK,0,0.6,118.1,119.80749934451558,0.6330599366158342,98.78,14.6,8.6,43.3,25.9,0.3751493428912783,8.0,0.4827586206896552,1610612752,NYK,0,WAS,1,0.6,116.2,120.35552645162295,0.5885644340580821,96.6,10.0,11.3,45.2,21.8,0.4127708095781072,9.0,0.55,0.0,1.8999999999999915,-0.548027107107373,0.04449550255775203,2.180000000000007,4.6,-2.700000000000001,-1.9000000000000057,4.099999999999998,-0.037621466686828864,-1.0,-0.06724137931034485
0022200942,2023-03-02,2022-23,1610612764,WAS,1,TOR,1,0.5,113.5,116.43397065451525,0.6156558092180611,97.46000000000001,14.8,9.0,41.8,24.8,0.3706377858002407,2.0,0.47540983606557374,1610612761,TOR,0,WAS,0,0.8,110.0,110.1591952822564,0.5448382587449794,100.06,11.9,12.1,44.0,23.0,0.3472987872105843,2.0,0.49206349206349204,-0.30000000000000004,3.5,6.274775372258844,0.07081755047308169,-2.5999999999999943,2.9000000000000004,-3.0999999999999996,-2.200000000000003,1.8000000000000007,0.02333899858965638,0.0,-0.016653655997918293
0022200956,2023-03-04,2022-23,1610612764,WAS,1,TOR,0,0.6,113.1,116.9427857958168,0.6164826982837175,96.67999999999999,14.7,9.3,42.2,25.6,0.3717026378896882,2.0,0.4838709677419355,1610612761,TOR,0,WAS,1,0.7,109.1,108.89406170932541,0.5417000318378539,100.36,12.4,12.1,44.0,23.7,0.3399339933993399,2.0,0.484375,-0.09999999999999998,4.0,8.04872408649139,0.07478266644586362,-3.680000000000007,2.299999999999999,-2.799999999999999,-1.7999999999999972,1.9000000000000021,0.03176864449034833,0.0,-0.0005040322580645018
0022200973,2023-03-05,2022-23,1610612764,WAS,1,MIL,0,0.6,114.9,118.55488460471193,0.6304885026001734,96.9,15.7,9.5,42.8,26.2,0.37001209189842804,1.0,0.47619047619047616,1610612749,MIL,0,WAS,1,0.9,122.3,120.23719917751683,0.6068903545190002,101.88,12.0,10.2,50.5,26.5,0.47385620915032683,1.0,0.7142857142857143,-0.30000000000000004,-7.3999999999999915,-1.6823145728048985,0.02359814808117322,-4.97999999999999,3.6999999999999993,-0.6999999999999993,-7.700000000000003,-0.3000000000000007,-0.1038441172518988,0.0,-0.23809523809523814
0022200985,2023-03-08,2022-23,1610612764,WAS,1,ATL,0,0.5,113.4,116.50415078020242,0.6092937125280944,97.3,14.8,10.5,42.9,24.9,0.3501170960187353,1.0,0.47692307692307695,1610612737,ATL,0,WAS,1,0.5,122.7,119.32278552030269,0.5960976965418846,102.78000000000002,12.5,12.1,43.6,25.2,0.30760986066452306,2.0,0.49230769230769234,0.0,-9.299999999999997,-2.818634740100265,0.013196015986209786,-5.480000000000018,2.3000000000000007,-1.5999999999999996,-0.7000000000000028,-0.3000000000000007,0.04250723535421225,-1.0,-0.015384615384615385
0022200999,2023-03-10,2022-23,1610612764,WAS,1,ATL,0,0.5,112.8,115.33837326587718,0.6050105646492187,97.74,14.8,10.2,43.5,25.7,0.3500583430571762,2.0,0.4696969696969697,1610612737,ATL,0,WAS,1,0.5,123.3,120.54582231714463,0.6050829922300603,102.24,11.8,10.9,41.3,25.5,0.31094257854821233,2.0,0.5,0.0,-10.5,-5.207449051267446,-7.24275808416941e-05,-4.5,3.0,-0.7000000000000011,2.200000000000003,0.1999999999999993,0.03911576450896387,0.0,-0.030303030303030276
0022201028,2023-03-14,2022-23,1610612764,WAS,1,DET,1,0.3,108.8,111.47621236706182,0.5835286684173651,97.52,14.2,9.7,42.0,25.0,0.3333333333333333,2.0,0.45588235294117646,1610612765,DET,0,WAS,0,0.1,106.4,107.63147870119073,0.5486326340154266,98.97999999999999,15.2,12.6,45.9,24.0,0.33674630261660976,1.0,0.2318840579710145,0.19999999999999998,2.3999999999999915,3.8447336658710896,0.03489603440193845,-1.4599999999999937,-1.0,-2.9000000000000004,-3.8999999999999986,1.0,-0.0034129692832764458,1.0,0.22399829497016197
0022201059,2023-03-18,2022-23,1610612764,WAS,1,SAC,0,0.4,110.8,113.22496984042971,0.5884668790656956,97.9,13.8,9.8,43.0,24.9,0.3112659698025552,1.0,0.45714285714285713,1610612758,SAC,0,WAS,1,0.8,122.4,121.66012162933266,0.6255061798013497,100.7,13.2,9.4,44.4,28.2,0.44586728754365534,2.0,0.6086956521739131,-0.4,-11.600000000000009,-8.435151788902957,-0.03703930073565409,-2.799999999999997,0.6000000000000014,0.40000000000000036,-1.3999999999999986,-3.3000000000000007,-0.13460131774110012,-1.0,-0.15155279503105595
